date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:36:39	20199/20199	---MCZ	200	added ('OK')	text/html	etag:%22ba0c5873dbc1f2d1d6e4887fc94fa603-ssl-df%22	https://syce2cool.netlify.app/tools.html	D:/documants/a-FUSION/account/syce2cool.netlify.app/tools.html	(from https://syce2cool.netlify.app/profile)
10:36:39	15674/15674	---MCZ	200	added ('OK')	text/html	etag:%2249860deec3b940f44803d62eb5ff0cde-ssl-df%22	https://syce2cool.netlify.app/chat.html	D:/documants/a-FUSION/account/syce2cool.netlify.app/chat.html	(from https://syce2cool.netlify.app/profile)
10:36:39	29318/29318	---MCZ	200	added ('OK')	text/html	etag:%22416b4c98a21392221d1deacb2305d496-ssl-df%22	https://syce2cool.netlify.app/blog.html	D:/documants/a-FUSION/account/syce2cool.netlify.app/blog.html	(from https://syce2cool.netlify.app/profile)
10:36:40	23782/23782	---MCZ	200	added ('OK')	text/html	etag:%229f824f10d73ea1df9c9e10013f1bafe1-ssl-df%22	https://syce2cool.netlify.app/settings.html	D:/documants/a-FUSION/account/syce2cool.netlify.app/settings.html	(from https://syce2cool.netlify.app/profile)
10:36:40	25627/25627	---MCZ	200	added ('OK')	text/html	etag:%2258151f24dca6d1c6eb397ad363e5f00b-ssl-df%22	https://syce2cool.netlify.app/profile.html	D:/documants/a-FUSION/account/syce2cool.netlify.app/profile-2.html	(from https://syce2cool.netlify.app/profile)
10:36:41	35929/35929	---MCZ	200	added ('OK')	text/html	etag:%22ea281ec2167262c1edd76c94b77d0820-ssl-df%22	https://syce2cool.netlify.app/games	D:/documants/a-FUSION/account/syce2cool.netlify.app/games-2.html	(from https://syce2cool.netlify.app/profile)
10:36:41	17795/17795	---MCZ	200	added ('OK')	text/html	etag:%22211e596ba3dbe97891bc6203b51c56fa-ssl-df%22	https://syce2cool.netlify.app/	D:/documants/a-FUSION/account/syce2cool.netlify.app/index-2.html	(from https://syce2cool.netlify.app/profile)
10:36:41	18577/18577	---MCZ	200	added ('OK')	text/html	etag:%226c46304aa027a160ed90298daffd049e-ssl-df%22	https://syce2cool.netlify.app/soundboard	D:/documants/a-FUSION/account/syce2cool.netlify.app/soundboard-2.html	(from https://syce2cool.netlify.app/profile)
10:36:41	20199/20199	---MCZ	200	added ('OK')	text/html	etag:%22ba0c5873dbc1f2d1d6e4887fc94fa603-ssl-df%22	https://syce2cool.netlify.app/tools	D:/documants/a-FUSION/account/syce2cool.netlify.app/tools-2.html	(from https://syce2cool.netlify.app/profile)
10:36:42	15674/15674	---MCZ	200	added ('OK')	text/html	etag:%2249860deec3b940f44803d62eb5ff0cde-ssl-df%22	https://syce2cool.netlify.app/chat	D:/documants/a-FUSION/account/syce2cool.netlify.app/chat-2.html	(from https://syce2cool.netlify.app/profile)
10:36:42	29318/29318	---MCZ	200	added ('OK')	text/html	etag:%22416b4c98a21392221d1deacb2305d496-ssl-df%22	https://syce2cool.netlify.app/blog	D:/documants/a-FUSION/account/syce2cool.netlify.app/blog-2.html	(from https://syce2cool.netlify.app/profile)
10:36:43	23782/23782	---MCZ	200	added ('OK')	text/html	etag:%229f824f10d73ea1df9c9e10013f1bafe1-ssl-df%22	https://syce2cool.netlify.app/settings	D:/documants/a-FUSION/account/syce2cool.netlify.app/settings-2.html	(from https://syce2cool.netlify.app/profile)
10:36:43	27025/27025	---MCZ	200	added ('OK')	application/javascript	etag:%22b9bebbc76801894f95b43830340dd337-ssl-df%22	https://syce2cool.netlify.app/script.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/script.js	(from https://syce2cool.netlify.app/profile)
10:36:43	32565/32565	---MCZ	200	added ('OK')	application/javascript	etag:%22918cdfb7767917905654966cf0585ee2-ssl-df%22	https://syce2cool.netlify.app/Scripts/settings.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/Scripts/settings.js	(from https://syce2cool.netlify.app/profile)
10:36:44	138975/138975	---MCZ	200	added ('OK')	application/javascript	etag:%22078d171d900185eabfbfd30f492f965a-ssl-df%22	https://syce2cool.netlify.app/Scripts/game_data.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/Scripts/game_data.js	(from https://syce2cool.netlify.app/profile)
10:36:44	27934/27934	---MCZ	200	added ('OK')	application/javascript	etag:%22dc35a1c0d8ceabf7d9d7e494b6f5c47f-ssl-df%22	https://syce2cool.netlify.app/Scripts/profile.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/Scripts/profile.js	(from https://syce2cool.netlify.app/profile)
10:36:45	1805/1805	---M-Z	200	added ('OK')	application/javascript	etag:%228ca6804fd8192e2b7de01f0d2f9427a4-ssl-df%22	https://syce2cool.netlify.app/Scripts/hotkeys.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/Scripts/hotkeys.js	(from https://syce2cool.netlify.app/profile)
10:36:46	1042132/1042132	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Dec%202023%2016:36:44%20GMT	https://raw.githubusercontent.com/SyceProjects/sgs-gitcdn/main/Images/transparent_graphic.png	D:/documants/a-FUSION/account/raw.githubusercontent.com/SyceProjects/sgs-gitcdn/main/Images/transparent_graphic.png	(from https://syce2cool.netlify.app/index.html)
10:36:46	44279/44279	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Dec%202023%2016:36:45%20GMT	https://raw.githubusercontent.com/SyceProjects/sgs-gitcdn/main/Images/random_game.png	D:/documants/a-FUSION/account/raw.githubusercontent.com/SyceProjects/sgs-gitcdn/main/Images/random_game.png	(from https://syce2cool.netlify.app/games.html)
10:36:46	67919/67919	---M-Z	200	added ('OK')	application/javascript	etag:W/%221094f-rMb4DHgTj1yZmb3E3F08roHod/4%22	https://cdn.jsdelivr.net/npm/fuse.js/dist/fuse.js	D:/documants/a-FUSION/account/cdn.jsdelivr.net/npm/fuse.js/dist/fuse.js	(from https://syce2cool.netlify.app/games.html)
10:36:46	4149/4149	---MCZ	200	added ('OK')	application/javascript	etag:%225b0937cd272861e5317e82794c387af7-ssl-df%22	https://syce2cool.netlify.app/Scripts/machine-learning.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/Scripts/machine-learning.js	(from https://syce2cool.netlify.app/games.html)
10:36:47	1805/1805	---M-Z	200	added ('OK')	application/javascript	etag:%228ca6804fd8192e2b7de01f0d2f9427a4-ssl-df%22	https://syce2cool.netlify.app/Scripts/hotKeys.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/Scripts/hotKeys-2.js	(from https://syce2cool.netlify.app/games.html)
10:36:47	23263/23263	---MCZ	200	added ('OK')	application/javascript	etag:%227079549cd8a35dab02ab6e1aac528538-ssl-df%22	https://syce2cool.netlify.app/Scripts/soundboard.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/Scripts/soundboard.js	(from https://syce2cool.netlify.app/soundboard.html)
10:36:48	19969/19969	---M--	200	added ('OK')	text/javascript	date:Thu,%2017%20Dec%202020%2023:00:08%20GMT	https://www.gstatic.com/firebasejs/8.2.1/firebase-app.js	D:/documants/a-FUSION/account/www.gstatic.com/firebasejs/8.2.1/firebase-app.js	(from https://syce2cool.netlify.app/chat.html)
10:36:48	294108/294108	---M--	200	added ('OK')	text/javascript	date:Fri,%2020%20Nov%202020%2001:53:23%20GMT	https://www.gstatic.com/firebasejs/8.1.1/firebase-firestore.js	D:/documants/a-FUSION/account/www.gstatic.com/firebasejs/8.1.1/firebase-firestore.js	(from https://syce2cool.netlify.app/chat.html)
10:36:49	59959/59959	---MCZ	200	added ('OK')	application/javascript	etag:%22523162c315a4825f7095f5241fdb9bfa-ssl-df%22	https://syce2cool.netlify.app/Scripts/blog_data.js	D:/documants/a-FUSION/account/syce2cool.netlify.app/Scripts/blog_data.js	(from https://syce2cool.netlify.app/blog.html)
